X Pixel,Y Pixel (Pixel depth from top of image),Lat,Lon,Delay (microsec)
848,2373,  0.9610,211.5981,88.9875
849,2373,  0.9683,211.5972,88.9875
850,2374,  0.9763,211.5963,89.02499999999999
851,2374,  0.9842,211.5953,89.02499999999999
852,2374,  0.9915,211.5944,89.02499999999999
853,2374,  0.9994,211.5934,89.02499999999999
854,2375,  1.0074,211.5924,89.0625
855,2375,  1.0153,211.5914,89.0625
856,2376,  1.0226,211.5905,89.1
857,2376,  1.0306,211.5895,89.1
858,2377,  1.0385,211.5885,89.1375
859,2377,  1.0458,211.5876,89.1375
860,2378,  1.0537,211.5867,89.175
861,2378,  1.0617,211.5857,89.175
862,2379,  1.0690,211.5848,89.21249999999999
863,2379,  1.0769,211.5838,89.21249999999999
864,2379,  1.0848,211.5828,89.21249999999999
865,2380,  1.0928,211.5818,89.25
866,2380,  1.1001,211.5809,89.25
867,2380,  1.1080,211.5799,89.25
868,2381,  1.1159,211.5789,89.2875
869,2381,  1.1233,211.5780,89.2875
870,2381,  1.1312,211.5771,89.2875
871,2381,  1.1391,211.5761,89.2875
872,2381,  1.1470,211.5751,89.2875
873,2381,  1.1544,211.5742,89.2875
904,2387,  1.3947,211.5444,89.5125
905,2387,  1.4026,211.5434,89.5125
906,2388,  1.4105,211.5424,89.55
907,2389,  1.4184,211.5415,89.58749999999999
908,2389,  1.4258,211.5406,89.58749999999999
909,2390,  1.4337,211.5396,89.625
910,2390,  1.4416,211.5386,89.625
911,2390,  1.4489,211.5377,89.625
912,2390,  1.4569,211.5367,89.625
913,2391,  1.4648,211.5357,89.6625
914,2391,  1.4727,211.5347,89.6625
915,2391,  1.4800,211.5338,89.6625
916,2391,  1.4880,211.5328,89.6625
917,2391,  1.4959,211.5319,89.6625
918,2391,  1.5032,211.5310,89.6625
919,2392,  1.5111,211.5300,89.7
920,2392,  1.5191,211.5290,89.7
921,2392,  1.5270,211.5280,89.7
922,2392,  1.5343,211.5271,89.7
923,2392,  1.5422,211.5261,89.7
924,2392,  1.5502,211.5251,89.7
925,2392,  1.5575,211.5242,89.7
926,2392,  1.5654,211.5232,89.7
927,2392,  1.5733,211.5223,89.7
928,2392,  1.5813,211.5213,89.7
929,2392,  1.5886,211.5204,89.7
930,2391,  1.5965,211.5194,89.6625
931,2391,  1.6044,211.5184,89.6625
932,2391,  1.6118,211.5175,89.6625
933,2391,  1.6197,211.5165,89.6625
934,2391,  1.6276,211.5155,89.6625
935,2391,  1.6355,211.5146,89.6625
936,2391,  1.6429,211.5136,89.6625
937,2391,  1.6508,211.5127,89.6625
938,2391,  1.6587,211.5117,89.6625
939,2391,  1.6660,211.5108,89.6625
940,2391,  1.6740,211.5098,89.6625
941,2391,  1.6819,211.5088,89.6625
942,2391,  1.6898,211.5078,89.6625
943,2390,  1.6971,211.5069,89.625
944,2391,  1.7051,211.5059,89.6625
945,2391,  1.7130,211.5050,89.6625
946,2391,  1.7203,211.5040,89.6625
947,2391,  1.7282,211.5031,89.6625
948,2391,  1.7362,211.5021,89.6625
949,2391,  1.7441,211.5011,89.6625
950,2391,  1.7514,211.5002,89.6625
951,2391,  1.7593,211.4992,89.6625
952,2391,  1.7673,211.4982,89.6625
953,2391,  1.7746,211.4973,89.6625
954,2391,  1.7825,211.4963,89.6625
955,2392,  1.7904,211.4954,89.7
956,2392,  1.7984,211.4944,89.7
957,2392,  1.8057,211.4935,89.7
958,2392,  1.8136,211.4925,89.7
959,2392,  1.8215,211.4915,89.7
960,2392,  1.8289,211.4906,89.7
1030,2395,  2.3721,211.4232,89.8125
1031,2395,  2.3794,211.4223,89.8125
1032,2396,  2.3874,211.4213,89.85
1033,2396,  2.3953,211.4204,89.85
1034,2396,  2.4026,211.4195,89.85
1035,2396,  2.4105,211.4185,89.85
1036,2396,  2.4185,211.4175,89.85
1037,2397,  2.4264,211.4165,89.8875
1038,2397,  2.4337,211.4156,89.8875
1039,2398,  2.4416,211.4146,89.925
1040,2398,  2.4496,211.4136,89.925
1041,2398,  2.4569,211.4127,89.925
1042,2398,  2.4648,211.4117,89.925
1043,2398,  2.4727,211.4108,89.925
1044,2398,  2.4807,211.4098,89.925
1045,2398,  2.4880,211.4089,89.925
1046,2398,  2.4959,211.4079,89.925
1047,2398,  2.5038,211.4069,89.925
1048,2398,  2.5111,211.4060,89.925
1049,2398,  2.5191,211.4050,89.925
1050,2398,  2.5270,211.4040,89.925
1051,2398,  2.5349,211.4030,89.925
1052,2398,  2.5422,211.4021,89.925
1053,2398,  2.5501,211.4012,89.925
1054,2398,  2.5581,211.4002,89.925
1055,2398,  2.5654,211.3993,89.925
1056,2398,  2.5733,211.3983,89.925
1057,2398,  2.5812,211.3973,89.925
1058,2397,  2.5892,211.3963,89.8875
1059,2397,  2.5965,211.3954,89.8875
1060,2396,  2.6044,211.3944,89.85
1061,2396,  2.6123,211.3934,89.85
1062,2396,  2.6196,211.3925,89.85
1063,2396,  2.6276,211.3915,89.85
1064,2396,  2.6355,211.3906,89.85
1065,2396,  2.6434,211.3896,89.85
1066,2395,  2.6507,211.3887,89.8125
1067,2395,  2.6587,211.3877,89.8125
1068,2394,  2.6666,211.3867,89.77499999999999
1069,2394,  2.6745,211.3857,89.77499999999999
1070,2394,  2.6818,211.3848,89.77499999999999
1071,2393,  2.6898,211.3838,89.7375
1072,2393,  2.6977,211.3829,89.7375
1073,2393,  2.7050,211.3819,89.7375
1074,2393,  2.7129,211.3810,89.7375
1075,2393,  2.7208,211.3800,89.7375
1076,2393,  2.7288,211.3790,89.7375
1077,2393,  2.7361,211.3781,89.7375
1078,2393,  2.7440,211.3771,89.7375
1079,2394,  2.7519,211.3761,89.77499999999999
1080,2394,  2.7592,211.3752,89.77499999999999
1081,2394,  2.7672,211.3742,89.77499999999999
1082,2395,  2.7751,211.3733,89.8125
1083,2395,  2.7830,211.3723,89.8125
1084,2395,  2.7903,211.3714,89.8125
1085,2396,  2.7983,211.3704,89.85
1086,2396,  2.8062,211.3694,89.85
1087,2396,  2.8135,211.3685,89.85
1088,2397,  2.8214,211.3675,89.8875
1089,2397,  2.8294,211.3665,89.8875
1090,2397,  2.8373,211.3655,89.8875
1091,2397,  2.8446,211.3646,89.8875
1092,2398,  2.8525,211.3636,89.925
1093,2398,  2.8604,211.3627,89.925
1094,2398,  2.8678,211.3618,89.925
1095,2398,  2.8757,211.3608,89.925
1096,2398,  2.8836,211.3598,89.925
1097,2399,  2.8915,211.3588,89.96249999999999
1098,2399,  2.8989,211.3579,89.96249999999999
1099,2399,  2.9068,211.3569,89.96249999999999
1100,2399,  2.9147,211.3559,89.96249999999999
1101,2399,  2.9226,211.3550,89.96249999999999
1102,2399,  2.9299,211.3540,89.96249999999999
1103,2399,  2.9379,211.3531,89.96249999999999
1104,2399,  2.9458,211.3521,89.96249999999999
1105,2399,  2.9531,211.3512,89.96249999999999
1106,2400,  2.9610,211.3502,90.0
1107,2400,  2.9690,211.3492,90.0
1108,2400,  2.9769,211.3482,90.0
1109,2400,  2.9842,211.3473,90.0
1110,2400,  2.9921,211.3463,90.0
1111,2400,  3.0000,211.3453,90.0
1112,2401,  3.0074,211.3444,90.0375
1113,2401,  3.0153,211.3435,90.0375
1114,2401,  3.0232,211.3425,90.0375
1115,2401,  3.0311,211.3415,90.0375
1116,2401,  3.0384,211.3406,90.0375
1117,2401,  3.0464,211.3396,90.0375
1118,2401,  3.0543,211.3386,90.0375
1119,2402,  3.0616,211.3377,90.075
1120,2403,  3.0695,211.3367,90.1125
1121,2403,  3.0775,211.3357,90.1125
1122,2403,  3.0854,211.3348,90.1125
1123,2404,  3.0927,211.3338,90.14999999999999
1124,2404,  3.1006,211.3329,90.14999999999999
1125,2404,  3.1085,211.3319,90.14999999999999
1126,2404,  3.1165,211.3309,90.14999999999999
1127,2405,  3.1238,211.3300,90.1875
1128,2405,  3.1317,211.3290,90.1875
1129,2405,  3.1396,211.3280,90.1875
1130,2405,  3.1469,211.3271,90.1875
1131,2405,  3.1549,211.3261,90.1875
1132,2405,  3.1628,211.3252,90.1875
1133,2405,  3.1707,211.3242,90.1875
1134,2405,  3.1780,211.3233,90.1875
1135,2405,  3.1859,211.3223,90.1875
1136,2405,  3.1939,211.3213,90.1875
1137,2405,  3.2012,211.3204,90.1875
1138,2405,  3.2091,211.3194,90.1875
1139,2405,  3.2170,211.3184,90.1875
1140,2405,  3.2250,211.3174,90.1875
1141,2405,  3.2323,211.3165,90.1875
1142,2405,  3.2402,211.3155,90.1875
1143,2405,  3.2481,211.3146,90.1875
1144,2405,  3.2554,211.3137,90.1875
1145,2405,  3.2634,211.3127,90.1875
1146,2404,  3.2713,211.3117,90.14999999999999
1147,2404,  3.2792,211.3107,90.14999999999999
1148,2404,  3.2865,211.3098,90.14999999999999
1149,2404,  3.2944,211.3088,90.14999999999999
1150,2403,  3.3024,211.3078,90.1125
1151,2402,  3.3103,211.3068,90.075
1152,2402,  3.3176,211.3059,90.075
1153,2402,  3.3255,211.3050,90.075
1154,2402,  3.3335,211.3040,90.075
1155,2402,  3.3408,211.3031,90.075
1156,2401,  3.3487,211.3021,90.0375
1157,2401,  3.3566,211.3011,90.0375
1158,2401,  3.3645,211.3001,90.0375
1159,2401,  3.3719,211.2992,90.0375
1160,2402,  3.3798,211.2982,90.075
1161,2402,  3.3877,211.2972,90.075
1162,2402,  3.3950,211.2963,90.075
1163,2402,  3.4029,211.2954,90.075
1164,2402,  3.4109,211.2944,90.075
1165,2402,  3.4188,211.2934,90.075
1166,2402,  3.4261,211.2925,90.075
1167,2402,  3.4340,211.2915,90.075
1168,2402,  3.4419,211.2905,90.075
1169,2402,  3.4493,211.2896,90.075
1170,2402,  3.4572,211.2886,90.075
1171,2402,  3.4651,211.2876,90.075
1172,2401,  3.4730,211.2867,90.0375
1173,2401,  3.4803,211.2857,90.0375
1174,2401,  3.4883,211.2848,90.0375
1175,2401,  3.4962,211.2838,90.0375
1176,2401,  3.5041,211.2828,90.0375
1177,2401,  3.5114,211.2819,90.0375
1178,2401,  3.5194,211.2809,90.0375
1179,2400,  3.5273,211.2799,90.0
1180,2400,  3.5346,211.2790,90.0
1181,2400,  3.5425,211.2780,90.0
1182,2400,  3.5504,211.2770,90.0
1183,2399,  3.5584,211.2761,89.96249999999999
1184,2399,  3.5657,211.2752,89.96249999999999
1185,2399,  3.5736,211.2742,89.96249999999999
1186,2399,  3.5815,211.2732,89.96249999999999
1187,2399,  3.5888,211.2723,89.96249999999999
1188,2399,  3.5968,211.2713,89.96249999999999
1189,2399,  3.6047,211.2703,89.96249999999999
1190,2400,  3.6126,211.2693,90.0
1191,2400,  3.6199,211.2684,90.0
1192,2401,  3.6278,211.2674,90.0375
1193,2401,  3.6358,211.2664,90.0375
1194,2401,  3.6437,211.2655,90.0375
1195,2401,  3.6510,211.2646,90.0375
1196,2402,  3.6589,211.2636,90.075
1197,2402,  3.6668,211.2626,90.075
1198,2403,  3.6741,211.2617,90.1125
1199,2403,  3.6821,211.2607,90.1125
1200,2404,  3.6900,211.2597,90.14999999999999
1201,2404,  3.6979,211.2587,90.14999999999999
1202,2404,  3.7052,211.2578,90.14999999999999
1203,2405,  3.7132,211.2568,90.1875
1204,2405,  3.7211,211.2559,90.1875
1205,2405,  3.7284,211.2549,90.1875
1206,2405,  3.7363,211.2540,90.1875
1207,2406,  3.7442,211.2530,90.225
1208,2406,  3.7522,211.2520,90.225
1209,2406,  3.7595,211.2511,90.225
1210,2407,  3.7674,211.2501,90.2625
1211,2407,  3.7753,211.2491,90.2625
1212,2407,  3.7832,211.2481,90.2625
1213,2407,  3.7905,211.2472,90.2625
1214,2407,  3.7985,211.2462,90.2625
1215,2408,  3.8064,211.2453,90.3
1216,2408,  3.8137,211.2444,90.3
1217,2408,  3.8216,211.2434,90.3
1218,2408,  3.8296,211.2424,90.3
1219,2408,  3.8375,211.2414,90.3
1220,2408,  3.8448,211.2405,90.3
1221,2408,  3.8527,211.2395,90.3
1222,2408,  3.8606,211.2385,90.3
1223,2408,  3.8679,211.2376,90.3
1224,2408,  3.8759,211.2366,90.3
1225,2408,  3.8838,211.2357,90.3
1226,2408,  3.8917,211.2347,90.3
1227,2408,  3.8990,211.2338,90.3
1228,2408,  3.9070,211.2328,90.3
1229,2408,  3.9149,211.2318,90.3
1230,2409,  3.9228,211.2308,90.33749999999999
1231,2409,  3.9301,211.2299,90.33749999999999
1232,2408,  3.9380,211.2289,90.3
1233,2408,  3.9460,211.2279,90.3
1234,2408,  3.9533,211.2270,90.3
1235,2408,  3.9612,211.2260,90.3
1236,2408,  3.9691,211.2251,90.3
1237,2408,  3.9770,211.2241,90.3
1238,2408,  3.9843,211.2232,90.3
1239,2408,  3.9923,211.2222,90.3
1240,2408,  4.0002,211.2212,90.3
1241,2408,  4.0081,211.2202,90.3
1242,2408,  4.0154,211.2193,90.3
1243,2408,  4.0234,211.2183,90.3
1244,2408,  4.0313,211.2173,90.3
1245,2408,  4.0386,211.2164,90.3
1246,2408,  4.0465,211.2154,90.3
1247,2408,  4.0544,211.2145,90.3
1248,2408,  4.0623,211.2135,90.3
1249,2408,  4.0697,211.2126,90.3
1250,2408,  4.0776,211.2116,90.3
1251,2409,  4.0855,211.2106,90.33749999999999
1252,2409,  4.0928,211.2097,90.33749999999999
1253,2409,  4.1007,211.2087,90.33749999999999
1254,2409,  4.1087,211.2077,90.33749999999999
1255,2409,  4.1166,211.2067,90.33749999999999
1256,2409,  4.1239,211.2058,90.33749999999999
1257,2409,  4.1318,211.2048,90.33749999999999
1258,2409,  4.1397,211.2039,90.33749999999999
1259,2409,  4.1477,211.2029,90.33749999999999
1260,2409,  4.1550,211.2020,90.33749999999999
1261,2410,  4.1629,211.2010,90.375
1262,2410,  4.1708,211.2000,90.375
1263,2410,  4.1781,211.1991,90.375
1264,2410,  4.1860,211.1981,90.375
1265,2410,  4.1940,211.1971,90.375
1266,2410,  4.2019,211.1961,90.375
1267,2410,  4.2092,211.1952,90.375
1268,2410,  4.2171,211.1943,90.375
1269,2410,  4.2250,211.1933,90.375
1270,2410,  4.2324,211.1924,90.375
1271,2411,  4.2403,211.1914,90.4125
1272,2411,  4.2482,211.1904,90.4125
1273,2411,  4.2561,211.1894,90.4125
1274,2411,  4.2634,211.1885,90.4125
1275,2411,  4.2713,211.1875,90.4125
1276,2412,  4.2793,211.1865,90.45
1277,2412,  4.2872,211.1855,90.45
1278,2412,  4.2945,211.1846,90.45
1279,2412,  4.3024,211.1837,90.45
1280,2412,  4.3103,211.1827,90.45
1281,2412,  4.3177,211.1818,90.45
1282,2413,  4.3256,211.1808,90.4875
1283,2413,  4.3335,211.1798,90.4875
1284,2413,  4.3414,211.1788,90.4875
1285,2413,  4.3487,211.1779,90.4875
1286,2413,  4.3567,211.1769,90.4875
1287,2413,  4.3646,211.1759,90.4875
1288,2413,  4.3725,211.1750,90.4875
1289,2413,  4.3798,211.1740,90.4875
1290,2413,  4.3877,211.1731,90.4875
1291,2413,  4.3957,211.1721,90.4875
1292,2413,  4.4030,211.1712,90.4875
1293,2413,  4.4109,211.1702,90.4875
1294,2413,  4.4188,211.1692,90.4875
1295,2413,  4.4267,211.1682,90.4875
1296,2413,  4.4340,211.1673,90.4875
1297,2413,  4.4420,211.1663,90.4875
1298,2413,  4.4499,211.1653,90.4875
1299,2414,  4.4578,211.1644,90.52499999999999
1300,2414,  4.4651,211.1634,90.52499999999999
1301,2414,  4.4730,211.1625,90.52499999999999
1302,2414,  4.4810,211.1615,90.52499999999999
1303,2414,  4.4883,211.1606,90.52499999999999
1304,2415,  4.4962,211.1596,90.5625
1305,2415,  4.5041,211.1586,90.5625
1306,2415,  4.5120,211.1576,90.5625
1307,2416,  4.5193,211.1567,90.6
1308,2416,  4.5273,211.1557,90.6
1309,2416,  4.5352,211.1547,90.6
1310,2416,  4.5425,211.1538,90.6
1311,2416,  4.5504,211.1529,90.6
1312,2416,  4.5583,211.1519,90.6
1313,2416,  4.5663,211.1509,90.6
1314,2416,  4.5736,211.1500,90.6
1315,2416,  4.5815,211.1490,90.6
1316,2416,  4.5894,211.1480,90.6
1317,2416,  4.5973,211.1470,90.6
1318,2416,  4.6046,211.1461,90.6
1319,2416,  4.6126,211.1451,90.6
1320,2416,  4.6205,211.1441,90.6
1321,2415,  4.6278,211.1432,90.5625
1322,2415,  4.6357,211.1423,90.5625
1323,2415,  4.6436,211.1413,90.5625
1324,2415,  4.6516,211.1403,90.5625
1325,2415,  4.6589,211.1394,90.5625
1326,2415,  4.6668,211.1384,90.5625
1327,2415,  4.6747,211.1374,90.5625
1328,2415,  4.6826,211.1364,90.5625
1329,2415,  4.6899,211.1355,90.5625
1330,2415,  4.6979,211.1345,90.5625
1331,2415,  4.7058,211.1335,90.5625
1332,2415,  4.7131,211.1326,90.5625
1333,2415,  4.7210,211.1316,90.5625
1334,2416,  4.7289,211.1307,90.6
1335,2416,  4.7368,211.1297,90.6
1336,2416,  4.7442,211.1288,90.6
1337,2416,  4.7521,211.1278,90.6
1338,2416,  4.7600,211.1268,90.6
1339,2416,  4.7679,211.1258,90.6
1340,2416,  4.7752,211.1249,90.6
1341,2416,  4.7831,211.1239,90.6
1342,2417,  4.7911,211.1229,90.6375
1343,2417,  4.7984,211.1220,90.6375
1344,2417,  4.8063,211.1210,90.6375
1345,2418,  4.8142,211.1201,90.675
1346,2418,  4.8221,211.1191,90.675
1347,2419,  4.8294,211.1182,90.71249999999999
1348,2419,  4.8374,211.1172,90.71249999999999
1349,2420,  4.8453,211.1162,90.75
1350,2420,  4.8532,211.1152,90.75
1351,2421,  4.8605,211.1143,90.7875
1352,2421,  4.8684,211.1133,90.7875
1353,2422,  4.8764,211.1123,90.825
1354,2422,  4.8837,211.1114,90.825
1355,2423,  4.8916,211.1104,90.8625
1356,2424,  4.8995,211.1095,90.89999999999999
1357,2424,  4.9074,211.1085,90.89999999999999
1358,2425,  4.9147,211.1076,90.9375
1359,2426,  4.9227,211.1066,90.975
1360,2426,  4.9306,211.1056,90.975
1361,2427,  4.9385,211.1046,91.0125
1362,2428,  4.9458,211.1037,91.05
1363,2428,  4.9537,211.1027,91.05
1364,2429,  4.9617,211.1017,91.08749999999999
1365,2429,  4.9690,211.1008,91.08749999999999
1366,2430,  4.9769,211.0998,91.125
1367,2430,  4.9848,211.0989,91.125
1368,2431,  4.9927,211.0979,91.1625
1369,2431,  5.0000,211.0970,91.1625
1370,2432,  5.0080,211.0960,91.2
1371,2432,  5.0159,211.0950,91.2
1372,2432,  5.0238,211.0940,91.2
1373,2432,  5.0311,211.0931,91.2
1374,2432,  5.0390,211.0921,91.2
1375,2432,  5.0469,211.0911,91.2
1376,2432,  5.0543,211.0902,91.2
1377,2432,  5.0622,211.0892,91.2
